2011,08,02,1089801.0
2011,08,03,1094169.0
2011,08,04,1076013.0
2011,08,05,1071525.0
2011,08,08,1047141.0
2011,08,09,1071992.55
2011,08,10,1058326.55
2011,08,11,1071000.0
2011,08,12,1074936.0
2011,08,15,1082604.0
2011,08,16,1079100.0
2011,08,17,1079052.0
2011,08,18,1061868.0
2011,08,19,1049892.0
2011,08,22,1050384.0
2011,08,23,1070880.0
2011,08,24,1073964.0
2011,08,25,1071024.0
2011,08,26,1082808.0
2011,08,29,1090440.0
2011,08,30,1090464.0
2011,08,31,1084296.0
2011,09,01,1079760.0
2011,09,02,1071420.0
2011,09,06,1078224.0
2011,09,07,1083228.0
2011,09,08,1083480.0
2011,09,09,1075524.0
2011,09,12,1078464.0
2011,09,13,1084056.0
2011,09,14,1089648.0
2011,09,15,1094016.0
2011,09,16,1103028.0
2011,09,19,1116324.0
2011,09,20,1118496.0
2011,09,21,1116936.0
2011,09,22,1104600.0
2011,09,23,1107564.0
2011,09,26,1106220.0
2011,09,27,1101540.0
2011,09,28,1098852.0
2011,09,29,1091160.0
2011,09,30,1080108.0
2011,10,03,1072080.0
2011,10,04,1069572.0
2011,10,05,1076436.0
2011,10,06,1075392.0
2011,10,07,1066344.0
2011,10,10,1089060.0
2011,10,11,1102776.0
2011,10,12,1105044.0
2011,10,13,1112496.0
2011,10,14,1128720.0
2011,10,17,1126308.0
2011,10,18,1128996.0
2011,10,19,1100784.0
2011,10,20,1096824.0
2011,10,21,1093908.0
2011,10,24,1109328.0
2011,10,25,1099764.0
2011,10,26,1103148.0
2011,10,27,1108032.0
2011,10,28,1108344.0
2011,10,31,1108140.0
2011,11,01,1098252.0
2011,11,02,1099332.0
2011,11,03,1106100.0
2011,11,04,1102716.0
2011,11,07,1102104.0
2011,11,08,1109868.0
2011,11,09,1096788.0
2011,11,10,1084764.0
2011,11,11,1084056.0
2011,11,14,1077648.0
2011,11,15,1089084.0
2011,11,16,1084236.0
2011,11,17,1075440.0
2011,11,18,1072488.0
2011,11,21,1065396.0
2011,11,22,1074360.0
2011,11,23,1062984.0
2011,11,25,1058904.0
2011,11,28,1073892.0
2011,11,29,1070400.0
2011,11,30,1081164.0
2011,12,01,1088004.0
2011,12,02,1090116.0
2011,12,05,1094076.0
2011,12,06,1091616.0
2011,12,07,1089396.0
2011,12,08,1091268.0
2011,12,09,1094808.0
2011,12,12,1092672.0
2011,12,13,1089060.0
2011,12,14,1078752.0
